ftrt,ctrt,time,wbio,cbio,pbic,amac,edta,unavp,porg,ptot,caco3,inorgcarbon,sph2,amm,nit,pmn,pmc,rate2,seed2
IFERT ,O,1,1.66,18.68,10.648,75.682,242.704,156.374,167.046,409.75,5.065296695,0.607835603,8.33,1.742,24.534,9.339,80.297,3,5
IFERT ,O,1,0.73,8.06,11.451,68.309,222.228,142.468,140.522,362.75,1.924579619,0.230949554,8.33,3.082,31.117,2.702,78.936,1,10
IFERT ,O,2,1.98,15.83,22.802,47.858,170.556,99.895,142.619,313.175,,,,1.355,4.515,3.021,102.427,,
IFERT ,O,2,1.14,10.74,21.914,48.788,198.573,127.872,123.352,321.925,,,,1.821,8.337,10.296,76.412,,
IFERT ,O,2,1.58,2.68,22.469,47.459,183.829,113.901,128.496,312.325,,,,1.875,6.408,3.827,106.868,,
IFERT ,O,2,2.5,0,24.143,52.828,157.150,80.179,183.125,340.275,,,,2.457,10.031,9.901,39.317,,
IFERT ,R,1,6.19,27.37,9.651,51.949,147.714,86.114,253.636,401.35,0.8452954,0.101435448,8.26,1.842,10.446,28.221,96.588,4,3
IFERT ,R,1,2.97,10.34,14.362,57.911,111.868,39.595,228.682,340.55,1.892201092,0.227064131,8.22,3.476,38.784,19.367,207.953,4,4
IFERT ,R,1,2.28,8.82,16.317,52.877,144.261,75.066,221.689,365.95,1.330973299,0.159716796,8.16,3.399,42.292,3.469,34.025,4,4
IFERT ,R,1,7.97,29.3,10.986,58.762,161.722,91.974,213.978,375.7,1.946165303,0.233539836,8.18,3.996,14.099,4.569,97.343,2,6
IFERT ,R,2,1.61,18.33,21.715,45.377,167.776,100.684,126.299,294.075,,,,2.240,12.044,4.489,80.427,,
IFERT ,R,2,1.46,20.04,25.295,45.793,189.834,118.745,91.991,281.825,,,,1.195,7.943,6.592,39.198,,
IFERT ,R,2,1.63,18.69,22.093,44.703,123.136,56.340,166.239,289.375,,,,3.972,15.999,6.242,39.902,,
IFERT ,R,2,3.83,21.26,25.559,46.675,148.870,76.636,144.505,293.375,,,,NA,6.644,9.253,163.695,,
IFERT ,RO,1,0.78,22.01,12.048,68.350,134.776,54.377,261.174,395.95,4.74151143,0.568981372,8.17,2.189,8.825,30.539,112.694,4,5
IFERT ,RO,1,4.23,25.87,16.512,67.325,122.714,38.877,236.236,358.95,5.227189328,0.627262719,8.16,3.279,15.834,41.301,378.165,1,10
IFERT ,RO,1,5.82,.,10.453,70.577,149.319,68.289,323.281,472.6,4.89261122,0.587113346,8.23,3.067,22.520,14.226,-6.415,2,5
IFERT ,RO,1,2.67,20.61,8.466,67.087,149.416,73.863,195.134,344.55,4.763097114,0.571571654,8.24,1.940,27.598,32.327,131.139,2,6
IFERT ,RO,2,0.5,17.78,23.861,49.945,140.547,66.741,191.978,332.525,,,,4.361,29.453,14.334,91.842,,
IFERT ,RO,2,3.17,17.73,21.377,52.583,129.992,56.032,212.633,342.625,,,,2.503,19.398,9.368,49.261,,
IFERT ,RO,2,2.52,20.08,25.904,55.322,119.463,38.238,167.012,286.475,,,,1.378,29.792,28.998,96.031,,
IFERT ,RO,2,1.58,16.5,20.920,50.744,121.817,50.153,160.658,282.475,,,,1.740,14.754,15.048,45.185,,
